"chosen_2022_code","chosen_2022_title","chosen_2017_code","chosen_2017_title","title_sim","title_dist","source","em_without","em_with"
"624310","Vocational Rehabilitation Services ","624310","Vocational Rehabilitation Services ",NA,NA,"unambig",0.217,0.217
"624410","Child Care Services ","624410","Child Day Care Services ",NA,NA,"unambig",0.215,0.215
"711110","Theater Companies and Dinner Theaters ","711110","Theater Companies and Dinner Theaters ",NA,NA,"unambig",0.086,0.086
"711120","Dance Companies ","711120","Dance Companies ",NA,NA,"unambig",0.086,0.086
"711130","Musical Groups and Artists ","711130","Musical Groups and Artists ",NA,NA,"unambig",0.086,0.086
"711190","Other Performing Arts Companies ","711190","Other Performing Arts Companies ",NA,NA,"unambig",0.086,0.086
"711211","Sports Teams and Clubs ","711211","Sports Teams and Clubs ",NA,NA,"unambig",0.067,0.067
"711212","Racetracks ","711212","Racetracks ",NA,NA,"unambig",0.067,0.067
"711219","Other Spectator Sports ","711219","Other Spectator Sports ",NA,NA,"unambig",0.067,0.067
"711310","Promoters of Performing Arts, Sports, and Similar Events with Facilities ","711310","Promoters of Performing Arts, Sports, and Similar Events with Facilities ",NA,NA,"unambig",0.093,0.093
"711320","Promoters of Performing Arts, Sports, and Similar Events without Facilities ","711320","Promoters of Performing Arts, Sports, and Similar Events without Facilities ",NA,NA,"unambig",0.093,0.093
"711410","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures","711410","Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures",NA,NA,"unambig",0.093,0.093
"711510","Independent Artists, Writers, and Performers ","711510","Independent Artists, Writers, and Performers ",NA,NA,"unambig",0.033,0.033
"712110","Museums ","712110","Museums ",NA,NA,"unambig",0.136,0.136
"712120","Historical Sites","712120","Historical Sites",NA,NA,"unambig",0.136,0.136
"712130","Zoos and Botanical Gardens ","712130","Zoos and Botanical Gardens ",NA,NA,"unambig",0.136,0.136
"712190","Nature Parks and Other Similar Institutions","712190","Nature Parks and Other Similar Institutions",NA,NA,"unambig",0.136,0.136
"713110","Amusement and Theme Parks ","713110","Amusement and Theme Parks ",NA,NA,"unambig",0.167,0.167
"713120","Amusement Arcades","713120","Amusement Arcades",NA,NA,"unambig",0.167,0.167
"713210","Casinos (except Casino Hotels)","713210","Casinos (except Casino Hotels)",NA,NA,"unambig",0.174,0.174
"713290","Other Gambling Industries ","713290","Other Gambling Industries ",NA,NA,"unambig",0.174,0.174
"713910","Golf Courses and Country Clubs","713910","Golf Courses and Country Clubs",NA,NA,"unambig",0.235,0.235
"713920","Skiing Facilities","713920","Skiing Facilities",NA,NA,"unambig",0.235,0.235
"713930","Marinas","713930","Marinas",NA,NA,"unambig",0.235,0.235
"713940","Fitness and Recreational Sports Centers ","713940","Fitness and Recreational Sports Centers ",NA,NA,"unambig",0.235,0.235
"713950","Bowling Centers","713950","Bowling Centers",NA,NA,"unambig",0.235,0.235
"713990","All Other Amusement and Recreation Industries ","713990","All Other Amusement and Recreation Industries ",NA,NA,"unambig",0.235,0.235
"721110","Hotels (except Casino Hotels) and Motels ","721110","Hotels (except Casino Hotels) and Motels ",NA,NA,"unambig",0.145,0.145
"721120","Casino Hotels","721120","Casino Hotels",NA,NA,"unambig",0.145,0.145
"721191","Bed-and-Breakfast Inns ","721191","Bed-and-Breakfast Inns ",NA,NA,"unambig",0.145,0.145
"721199","All Other Traveler Accommodation ","721199","All Other Traveler Accommodation ",NA,NA,"unambig",0.145,0.145
"721211","RV (Recreational Vehicle) Parks and Campgrounds ","721211","RV (Recreational Vehicle) Parks and Campgrounds ",NA,NA,"unambig",0.145,0.145
"721214","Recreational and Vacation Camps (except Campgrounds) ","721214","Recreational and Vacation Camps (except Campgrounds) ",NA,NA,"unambig",0.145,0.145
"721310","Rooming and Boarding Houses, Dormitories, and Workers' Camps ","721310","Rooming and Boarding Houses ",NA,NA,"unambig",0.145,0.145
"722310","Food Service Contractors","722310","Food Service Contractors",NA,NA,"unambig",0.132,0.132
"722320","Caterers","722320","Caterers",NA,NA,"unambig",0.132,0.132
"722330","Mobile Food Services","722330","Mobile Food Services",NA,NA,"unambig",0.132,0.132
"722410","Drinking Places (Alcoholic Beverages) ","722410","Drinking Places (Alcoholic Beverages) ",NA,NA,"unambig",0.132,0.132
"722511","Full-Service Restaurants ","722511","Full-Service Restaurants ",NA,NA,"unambig",0.194,0.194
"722513","Limited-Service Restaurants ","722513","Limited-Service Restaurants ",NA,NA,"unambig",0.255,0.255
"722514","Cafeterias, Grill Buffets, and Buffets ","722514","Cafeterias, Grill Buffets, and Buffets ",NA,NA,"unambig",0.132,0.132
"722515","Snack and Nonalcoholic Beverage Bars ","722515","Snack and Nonalcoholic Beverage Bars ",NA,NA,"unambig",0.132,0.132
"811111","General Automotive Repair ","811111","General Automotive Repair ",NA,NA,"unambig",0.103,0.103
"811114","Specialized Automotive Repair ","811118","Other Automotive Mechanical and Electrical Repair and Maintenance ",0.994019103501862,0.3947391688771,"ambig_greedy",0.103,0.103
"811121","Automotive Body, Paint, and Interior Repair and Maintenance ","811121","Automotive Body, Paint, and Interior Repair and Maintenance ",NA,NA,"unambig",0.103,0.103
"811122","Automotive Glass Replacement Shops ","811122","Automotive Glass Replacement Shops ",NA,NA,"unambig",0.103,0.103
"811191","Automotive Oil Change and Lubrication Shops ","811191","Automotive Oil Change and Lubrication Shops ",NA,NA,"unambig",0.103,0.103
"811192","Car Washes ","811192","Car Washes ",NA,NA,"unambig",0.103,0.103
"811198","All Other Automotive Repair and Maintenance ","811198","All Other Automotive Repair and Maintenance ",NA,NA,"unambig",0.103,0.103
"811210","Electronic and Precision Equipment Repair and Maintenance ","811219","Other Electronic and Precision Equipment Repair and Maintenance ",0.99703686299081,0.189640768588137,"ambig_greedy",0.076,0.076
"811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ","811310","Commercial and Industrial Machinery and Equipment (except Automotive and Electronic) Repair and Maintenance ",NA,NA,"unambig",0.136,0.136
"811411","Home and Garden Equipment Repair and Maintenance ","811411","Home and Garden Equipment Repair and Maintenance ",NA,NA,"unambig",0.113,0.113
"811412","Appliance Repair and Maintenance ","811412","Appliance Repair and Maintenance ",NA,NA,"unambig",0.113,0.113
"811420","Reupholstery and Furniture Repair","811420","Reupholstery and Furniture Repair",NA,NA,"unambig",0.113,0.113
"811430","Footwear and Leather Goods Repair","811430","Footwear and Leather Goods Repair",NA,NA,"unambig",0.113,0.113
"811490","Other Personal and Household Goods Repair and Maintenance ","811490","Other Personal and Household Goods Repair and Maintenance ",NA,NA,"unambig",0.113,0.113
"812111","Barber Shops ","812111","Barber Shops ",NA,NA,"unambig",0.125,0.125
"812112","Beauty Salons ","812112","Beauty Salons ",NA,NA,"unambig",0.125,0.125
"812113","Nail Salons ","812113","Nail Salons ",NA,NA,"unambig",0.125,0.125
"812191","Diet and Weight Reducing Centers ","812191","Diet and Weight Reducing Centers ",NA,NA,"unambig",0.125,0.125
"812199","Other Personal Care Services ","812199","Other Personal Care Services ",NA,NA,"unambig",0.125,0.125
"812210","Funeral Homes and Funeral Services ","812210","Funeral Homes and Funeral Services ",NA,NA,"unambig",0.047,0.047
"812220","Cemeteries and Crematories ","812220","Cemeteries and Crematories ",NA,NA,"unambig",0.047,0.047
"812310","Coin-Operated Laundries and Drycleaners ","812310","Coin-Operated Laundries and Drycleaners ",NA,NA,"unambig",0.158,0.158
"812320","Drycleaning and Laundry Services (except Coin-Operated) ","812320","Drycleaning and Laundry Services (except Coin-Operated) ",NA,NA,"unambig",0.158,0.158
"812331","Linen Supply ","812331","Linen Supply ",NA,NA,"unambig",0.158,0.158
"812332","Industrial Launderers ","812332","Industrial Launderers ",NA,NA,"unambig",0.158,0.158
"812910","Pet Care (except Veterinary) Services ","812910","Pet Care (except Veterinary) Services ",NA,NA,"unambig",0.111,0.111
"812921","Photofinishing Laboratories (except One-Hour) ","812921","Photofinishing Laboratories (except One-Hour) ",NA,NA,"unambig",0.111,0.111
"812922","One-Hour Photofinishing ","812922","One-Hour Photofinishing ",NA,NA,"unambig",0.111,0.111
"812930","Parking Lots and Garages ","812930","Parking Lots and Garages ",NA,NA,"unambig",0.111,0.111
"812990","All Other Personal Services ","812990","All Other Personal Services ",NA,NA,"unambig",0.111,0.111
"813110","Religious Organizations ","813110","Religious Organizations ",NA,NA,"unambig",0.076,0.076
"813211","Grantmaking Foundations ","813211","Grantmaking Foundations ",NA,NA,"unambig",0.059,0.059
"813212","Voluntary Health Organizations ","813212","Voluntary Health Organizations ",NA,NA,"unambig",0.059,0.059
"813219","Other Grantmaking and Giving Services ","813219","Other Grantmaking and Giving Services ",NA,NA,"unambig",0.059,0.059
"813311","Human Rights Organizations ","813311","Human Rights Organizations ",NA,NA,"unambig",0.059,0.059
"813312","Environment, Conservation and Wildlife Organizations ","813312","Environment, Conservation and Wildlife Organizations ",NA,NA,"unambig",0.059,0.059
"813319","Other Social Advocacy Organizations ","813319","Other Social Advocacy Organizations ",NA,NA,"unambig",0.059,0.059
"813410","Civic and Social Organizations ","813410","Civic and Social Organizations ",NA,NA,"unambig",0.128,0.128
"813910","Business Associations ","813910","Business Associations ",NA,NA,"unambig",0.128,0.128
"813920","Professional Organizations ","813920","Professional Organizations ",NA,NA,"unambig",0.128,0.128
"813930","Labor Unions and Similar Labor Organizations ","813930","Labor Unions and Similar Labor Organizations ",NA,NA,"unambig",0.128,0.128
"813940","Political Organizations ","813940","Political Organizations ",NA,NA,"unambig",0.128,0.128
"813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ","813990","Other Similar Organizations (except Business, Professional, Labor, and Political Organizations) ",NA,NA,"unambig",0.128,0.128
"814110","Private Households","814110","Private Households",NA,NA,"unambig",NA,NA
"921110","Executive Offices ","921110","Executive Offices ",NA,NA,"unambig",NA,NA
"921120","Legislative Bodies ","921120","Legislative Bodies ",NA,NA,"unambig",NA,NA
"921130","Public Finance Activities ","921130","Public Finance Activities ",NA,NA,"unambig",NA,NA
"921140","Executive and Legislative Offices, Combined ","921140","Executive and Legislative Offices, Combined ",NA,NA,"unambig",NA,NA
"921150","American Indian and Alaska Native Tribal Governments ","921150","American Indian and Alaska Native Tribal Governments ",NA,NA,"unambig",NA,NA
"921190","Other General Government Support ","921190","Other General Government Support ",NA,NA,"unambig",NA,NA
"922110","Courts ","922110","Courts ",NA,NA,"unambig",NA,NA
"922120","Police Protection ","922120","Police Protection ",NA,NA,"unambig",NA,NA
"922130","Legal Counsel and Prosecution ","922130","Legal Counsel and Prosecution ",NA,NA,"unambig",NA,NA
"922140","Correctional Institutions ","922140","Correctional Institutions ",NA,NA,"unambig",NA,NA
"922150","Parole Offices and Probation Offices ","922150","Parole Offices and Probation Offices ",NA,NA,"unambig",NA,NA
"922160","Fire Protection ","922160","Fire Protection ",NA,NA,"unambig",NA,NA
"922190","Other Justice, Public Order, and Safety Activities ","922190","Other Justice, Public Order, and Safety Activities ",NA,NA,"unambig",NA,NA
"923110","Administration of Education Programs ","923110","Administration of Education Programs ",NA,NA,"unambig",NA,NA
"923120","Administration of Public Health Programs ","923120","Administration of Public Health Programs ",NA,NA,"unambig",NA,NA
"923130","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ","923130","Administration of Human Resource Programs (except Education, Public Health, and Veterans' Affairs Programs) ",NA,NA,"unambig",NA,NA
"923140","Administration of Veterans' Affairs ","923140","Administration of Veterans' Affairs ",NA,NA,"unambig",NA,NA
"924110","Administration of Air and Water Resource and Solid Waste Management Programs ","924110","Administration of Air and Water Resource and Solid Waste Management Programs ",NA,NA,"unambig",NA,NA
"924120","Administration of Conservation Programs ","924120","Administration of Conservation Programs ",NA,NA,"unambig",NA,NA
"925110","Administration of Housing Programs ","925110","Administration of Housing Programs ",NA,NA,"unambig",NA,NA
"925120","Administration of Urban Planning and Community and Rural Development ","925120","Administration of Urban Planning and Community and Rural Development ",NA,NA,"unambig",NA,NA
"926110","Administration of General Economic Programs ","926110","Administration of General Economic Programs ",NA,NA,"unambig",NA,NA
"926120","Regulation and Administration of Transportation Programs ","926120","Regulation and Administration of Transportation Programs ",NA,NA,"unambig",NA,NA
"926130","Regulation and Administration of Communications, Electric, Gas, and Other Utilities ","926130","Regulation and Administration of Communications, Electric, Gas, and Other Utilities ",NA,NA,"unambig",NA,NA
"926140","Regulation of Agricultural Marketing and Commodities ","926140","Regulation of Agricultural Marketing and Commodities ",NA,NA,"unambig",NA,NA
"926150","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ","926150","Regulation, Licensing, and Inspection of Miscellaneous Commercial Sectors ",NA,NA,"unambig",NA,NA
"927110","Space Research and Technology ","927110","Space Research and Technology ",NA,NA,"unambig",NA,NA
"928110","National Security ","928110","National Security ",NA,NA,"unambig",NA,NA
"928120","International Affairs ","928120","International Affairs ",NA,NA,"unambig",NA,NA
NA,"","",NA,NA,NA,"unambig",NA,NA
